34.231,-5.18,66.724,-30.07,0.31128
41.549,-5.58,67.099,-30.07,0.35553
41.568,-5.58,66.536,-30.07,0.35553
48.874,-5.982,67.236,-30.07,0.29144
48.886,-5.98,66.902,-30.07,0.31128
48.895,-5.98,66.628,-30.07,0.3067
48.903,-5.98,66.362,-30.07,0.35248
48.91,-5.98,66.165,-30.07,0.37537
48.918,-5.982,65.932,-30.07,0.354
56.201,-6.377,67.323,-30.07,0.2655
56.211,-6.38,67.067,-30.07,0.36316
56.219,-6.382,66.815,-30.07,0.29602
56.223,-6.38,66.692,-30.07,0.30212
56.231,-6.38,66.449,-30.07,0.36316
56.239,-6.38,66.206,-30.07,0.3418
56.242,-6.38,66.129,-30.07,0.32349
56.245,-6.38,66.046,-30.07,0.3479
56.247,-6.382,65.959,-30.07,0.33875
56.25,-6.38,65.872,-30.07,0.31128
56.254,-6.38,65.767,-30.07,0.33569
63.533,-6.777,67.305,-30.07,0.27924
63.542,-6.777,67.039,-30.07,0.36926
63.549,-6.78,66.82,-30.07,0.31281
63.553,-6.777,66.696,-30.07,0.29907
63.557,-6.78,66.591,-30.07,0.32959
63.56,-6.78,66.486,-30.07,0.36469
63.563,-6.777,66.376,-30.07,0.32501
63.566,-6.78,66.298,-30.07,0.33112
63.569,-6.78,66.234,-30.07,0.383
63.571,-6.78,66.165,-30.07,0.354
63.573,-6.78,66.096,-30.07,0.32959
63.576,-6.78,66.028,-30.07,0.32501
63.579,-6.78,65.927,-30.07,0.32349
63.582,-6.785,65.836,-30.07,0.31128
63.585,-6.78,65.739,-30.07,0.35553
63.592,-6.78,65.538,-30.07,0.39062
70.867,-7.18,67.181,-30.07,0.32043
70.877,-7.177,66.888,-30.07,0.31586
70.883,-7.18,66.714,-30.07,0.31738
70.888,-7.18,66.563,-30.07,0.33569
70.893,-7.18,66.403,-30.07,0.30212
70.896,-7.18,66.302,-30.07,0.33569
70.9,-7.177,66.216,-30.07,0.37231
70.903,-7.18,66.119,-30.07,0.35248
70.906,-7.18,66.019,-30.07,0.3067
70.909,-7.18,65.932,-30.07,0.31586
70.912,-7.18,65.831,-30.07,0.32043
70.916,-7.18,65.712,-30.07,0.3418
70.919,-7.18,65.63,-30.07,0.38452
70.922,-7.18,65.552,-30.07,0.38147
70.924,-7.182,65.488,-30.07,0.34943
70.926,-7.182,65.41,-30.07,0.32959
78.203,-7.577,67.026,-30.07,0.25635
78.214,-7.58,66.682,-30.07,0.28229
78.222,-7.58,66.435,-30.07,0.28839
78.239,-7.58,65.955,-30.07,0.30975
78.242,-7.58,65.845,-30.07,0.32501
78.246,-7.58,65.726,-30.07,0.32959
78.249,-7.58,65.625,-30.07,0.32043
78.252,-7.58,65.529,-30.07,0.3006
85.544,-7.977,66.696,-30.07,0.33264
85.559,-7.977,66.261,-30.07,0.3479
85.575,-7.98,65.758,-30.07,0.36011
85.58,-7.98,65.607,-30.07,0.33264
92.895,-8.38,66.083,-30.07,0.33112
33.713,-5.15,82.274,-30.07,0.62103
33.722,-5.152,81.999,-30.07,0.65155
33.728,-5.152,81.812,-30.07,0.737
33.733,-5.152,81.665,-30.07,0.74463
33.738,-5.155,81.523,-30.07,0.78278
33.743,-5.157,81.4,-30.07,0.77209
33.746,-5.155,81.29,-30.07,0.80414
33.75,-5.155,81.184,-30.07,0.84839
33.753,-5.152,81.088,-30.07,0.90332
33.757,-5.155,80.988,-30.07,0.92926
33.761,-5.155,80.869,-30.07,0.92773
33.766,-5.155,80.731,-30.07,0.96436
33.808,-5.157,79.518,-30.07,1.5076
33.828,-5.157,78.969,-30.07,1.7685
33.84,-5.157,78.603,-30.63,1.8921
33.859,-5.16,78.003,-30.63,2.0416
33.946,-5.165,75.279,-30.63,1.123
33.957,-5.165,74.954,-30.63,1.0284
33.98,-5.165,74.245,-30.63,0.81787
40.86,-5.54,87.776,-30.63,0.95825
41.057,-5.552,81.844,-30.07,0.69122
41.067,-5.552,81.583,-30.07,0.74005
41.073,-5.552,81.4,-30.07,0.78735
41.079,-5.555,81.226,-30.07,0.79346
41.083,-5.555,81.093,-30.07,0.86823
41.087,-5.555,80.978,-30.07,0.88501
